Category,Model,Model Year,Manufacturer,Fuel,All Electric Range,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Transmission Make,Engine Type,Engine Size,Engine Cylinder Count,Number of Passengers,Heavy-Duty Power System,Notes
Vocational/Cab Chassis,FTR,,Isuzu,Biodiesel (B20),,,,,,,,"",Allison 2550,,,,"",Isuzu 5.2L,"According to manufacturer: Up to 25,950 GVWR; available in Standard Cab only"
Vocational/Cab Chassis,"NPR-HD, NPR-XD, NQR, NRR",,Isuzu,Biodiesel (B20),,,,,,,,"",Aisin,,,,"",Isuzu 5.2L,"According to manufacturer: Up to 19,500 GVWR; available in Standard or Crew Cab"
Vocational/Cab Chassis,"NPR, NPR-HD",,Isuzu,CNG - Compressed Natural Gas|Propane,,,,,,,,"","",,,,"",GMC 6.0L V8,"According to manufacturer: Up to 14,500 GVWR; available in Standard or Crew Cab"
Tractor,Ottawa 4x2 terminal,,Kalmar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,
Tractor,Ottawa T2E,,Kalmar,Electric,,,,,,,,"","",,,,"",Kalmar 160 kW Electric Drive Motor,"According to manufacturer: 81,000 GCWR; 176 kWh or 220 kWh battery storage"
Tractor,T680,,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"",Eaton,,,,"",Cummins Westport L9N 8.9L Near Zero|Cummins Westport ISX12N 11.9L Near Zero,
Vocational/Cab Chassis,T880,,Kenworth,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,"","Eaton, Allison",,,,"",Cummins Westport ISX12N 11.9L Near Zero,""
Tractor,T880,,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"","Eaton, Allison",,,,"",Cummins Westport ISX12N 11.9L Near Zero,""
Vocational/Cab Chassis,LION6,,Lion Electric,Electric,,,,,,,,Automatic,"",,,,"",Dana TM4 SUMO MD,According to manufacturer: Up to 252 kWh battery; up to 180 miles range
Vocational/Cab Chassis,LION8,,Lion Electric,Electric,,,,,,,,Automatic,"",,,,"",Dana TM4 SUMO HD,According to manufacturer: 350 kW (470 HP) motor; up to 336 kWh battery;  up to 170 miles range
Refuse,LION8,,Lion Electric,Electric,,,,,,,,Automatic,"",,,,"",Dana TM4 SUMO HD,According to manufacturer: 350 kW (470 HP) motor; Up to 336 kWh battery
Tractor,LION8T,,Lion Electric,Electric,,,,,,,,Automatic,"",,,,"","",According to manufacturer: Up to 536 kW motor; up to 588 kWh battery; up to 210  miles range
School Bus,LIONA,,Lion Electric,Electric,,,,,,,,Automatic,"",,,,26,Dana TM4 SUMO MD,According to manufacturer: 129 kW (200 HP) motor; 80 kWh or 160 kWh battery; up to 150 miles range
School Bus,LIONC,,Lion Electric,Electric,,,,,,,,Automatic,"",,,,72,Dana TM4 SUMO MD,According to manufacturer: Up to 250 kW (335 HP) electric motor; Up to 220 kWh battery; up to 155 miles range
School Bus,LIOND,,Lion Electric,Electric,,,,,,,,Automatic,"",,,,84,Dana TM4 SUMO MD,According to manufacturer: 250 kW (335 HP) motor; up to 220 kWh battery; up to 155 miles range
Passenger Van/Shuttle Bus,LIONM,,Lion Electric,Electric,,,,,,,,Automatic,"",,,,22,Dana TM4 SUMO MD,According to manufacturer: 149 kW (200 HP) motor; 80 kWh or 160 kWh battery; up to 150 miles range
Tractor,Anthem,,Mack,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"",Eaton,,,,"",Cummins Westport ISX12N 11.9L Near Zero,""
Refuse,LR,,Mack,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,"According to manufacturer: Available in Front-, Side-, and Rear-Loader models"
Refuse,LR,,Mack,Electric,,,,,,,,"",Mack Powershift 2-speed ,,,,"","","According to manufacturer: 2 AC motors with 370kW (496 hp) total peak power at rear wheel; 4 NMC lithium-ion batteries, 600V with fast charge capability"
Vocational/Cab Chassis,TerraPro Cab Over,,Mack,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,""
Refuse,TerraPro Cab Over,,Mack,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,According to manufacturer: Available in Front- and Rear-Loader models
Transit Bus,D4000 Commuter Coach,,MCI,CNG - Compressed Natural Gas,,,,,,,,"",Allison,,,,49,Cummins Westport ISX12N 11.9L Near Zero,""
Transit Bus,D4000 Hybrid Commuter Coach,,MCI,Hybrid - Diesel Electric,,,,,,,,Automatic,Allision,,,,49,Cummins ISL 9L|Allison Transmission Ep50 Electric Drive Propulsion System|Allison Transmission hybrid drive,""
Transit Bus,D4500 Commuter Coach,,MCI,CNG - Compressed Natural Gas,,,,,,,,"",Allison,,,,57,Cummins Westport ISX12N 11.9L Near Zero,""
Transit Bus,D4500 Hybrid Commuter Coach,,MCI,Hybrid - Diesel Electric,,,,,,,,Automatic,Allision,,,,57,Cummins ISL 9L|Allison Transmission hybrid drive|Allison Transmission Ep50 Electric Drive Propulsion System,""
Transit Bus,J4500e CHARGE,,MCI,Electric,,,,,,,,Automatic,"",,,,56,Siemens 260kW electric motor,According to manufacturer: 63Ah (up to 544kWh) NMC battery; up to 230 miles range
Refuse,"Front Loaders: Meridian, Atlantic, Contendor",,McNeilus,CNG - Compressed Natural Gas,,,,,,,,"","Eaton, Allison",,,,"",Cummins Westport ISX12N 11.9L Near Zero|Cummins Westport L9N 8.9L Near Zero,""
Refuse,"Rear Loader: Standard, Heavy Duty, Extra Compaction,Tag Axle, Split Body, M2",,McNeilus,CNG - Compressed Natural Gas,,,,,,,,"","Eaton, Allison",,,,"",Cummins Westport ISX12N 11.9L Near Zero|Cummins Westport L9N 8.9L Near Zero,""
Refuse,"Side Loader: AutoReach, Manual/Automated, Zero Radius",,McNeilus,CNG - Compressed Natural Gas,,,,,,,,"","Eaton, Allison",,,,"",Cummins Westport ISX12N 11.9L Near Zero|Cummins Westport L9N 8.9L Near Zero,""
Vocational/Cab Chassis,"Standard, Bridgemaster, Oshkosh S-Series",,McNeilus,CNG - Compressed Natural Gas,,,,,,,,"","Eaton, Allison",,,,"",Cummins Westport ISX12N 11.9L Near Zero|Cummins Westport L9N 8.9L Near Zero,""
Van,eSprinter,,Mercedez-Benz,Electric,,,,,,,,"","",,,,"",Mercedez-Benz 85kW electric motor,According to manufacturer: Available with 35kWh or 47kWh  battery
Transit Bus,Xcelsior 35',,New Flyer,Hybrid - Diesel Electric,,,,,,,,"","Allison, Voith, ZF",,,,33,Cummins ISL 9L|Cummins ISB6.7|Allison Transmission hybrid drive|BAE Systems HybriDrive®,""
Transit Bus,Xcelsior 35',,New Flyer,CNG - Compressed Natural Gas,,,,,,,,"","Allison, Voith, ZF",,,,33,Cummins Westport L9N 8.9L Near Zero,""
Transit Bus,Xcelsior 40',,New Flyer,Hybrid - Diesel Electric,,,,,,,,"","Allison, Voith, ZF",,,,43,Cummins ISB6.7|Cummins ISL 9L|BAE Systems HybriDrive®|Allison Transmission hybrid drive,""
Transit Bus,Xcelsior 40',,New Flyer,CNG - Compressed Natural Gas,,,,,,,,"","Allison, Voith, ZF",,,,40,Cummins Westport L9N 8.9L Near Zero,""
Transit Bus,Xcelsior 60',,New Flyer,Hybrid - Diesel Electric,,,,,,,,"","Allison, Voith, ZF",,,,62,Cummins ISL 9L|BAE Systems HybriDrive®|Allison Transmission hybrid drive,""
Transit Bus,Xcelsior 60',,New Flyer,CNG - Compressed Natural Gas,,,,,,,,"","Allison, Voith, ZF",,,,62,Cummins Westport L9N 8.9L Near Zero,""
Transit Bus,Xcelsior CHARGE 35',,New Flyer,Electric,,,,,,,,"",Siemens,,,,32,Siemens  ELFA2 Electric Drive System 160kW,According to manufacturer: Up to 388 kWh battery storage and 225 miles range
Transit Bus,Xcelsior CHARGE 40',,New Flyer,Electric,,,,,,,,"","",,,,40,Siemens  ELFA2 Electric Drive System 160kW,According to manufacturer: Up to 466 kWh battery storage and 225 miles range
Transit Bus,Xcelsior CHARGE 60',,New Flyer,Electric,,,,,,,,"","",,,,50,Siemens  ELFA2 Electric Drive System 210kW,According to manufacturer: 466 kWh battery storage and up to 135 miles range
Transit Bus,Xcelsior CHARGE H2 40',,New Flyer,Hydrogen Fuel Cell,,,,,,,,"","",,,,40,Siemens  ELFA2 Electric Drive System 160kW,""
Transit Bus,Xcelsior CHARGE H2 60',,New Flyer,Hydrogen Fuel Cell,,,,,,,,"","",,,,52,Siemens  ELFA2 Electric Drive System 210kW,Also available with the ZF AVE130 In-Wheel Motor Center Drive Axle
Street Sweeper,Osprey II sweeper,,Nitehawk,Propane - Bi-fuel,,,,,,,,"","",,,,"",GMC 6.0L V8,This is a bifuel vehicle based on the GMC 2500HD chassis.
Street Sweeper,Osprey II sweeper,,Nitehawk,Ethanol (E85),,,,,,,,"","",,,,"",Ford 6.2L V8,This is a flex fuel vehicle based on the Ford F-250 chassis
Street Sweeper,Raptor II sweeper,,Nitehawk,CNG - Compressed Natural Gas|Propane - Bi-fuel,,,,,,,,"","",,,,"",GMC 6.0L V8,"Based on the Isuzu NPR chassis. The propane version is bifuel, whereas the CNG version is dedicated."
Transit Bus,LFS Artic HEV,,Nova Bus,Hybrid - Diesel Electric,,,,,,,,"","Allison, BAE",,,,62,Cummins ISL 9L|BAE Systems HDS300|Allison Transmission H 50 EP,Total capacity 112 passengers.
Transit Bus,LFS CNG,,Nova Bus,CNG - Compressed Natural Gas,,,,,,,,"","ZF, Allison, Voith",,,,41,Cummins Westport L9N 8.9L Near Zero,Total capacity 75 passengers.
Transit Bus,LFSe,,Nova Bus,Electric,,,,,,,,"","",,,,41,Dana TM4 SUMO HD,Total capacity 71 passengers.
Transit Bus,LFSe+,,Nova Bus,Electric,,,,,,,,"","",,,,41,BAE Systems HDS200,According to manufacturer: Up to 564 kWh battery storage; total capacity 68 passengers.
Transit Bus,LFS HEV,,Nova Bus,Hybrid - Diesel Electric,,,,,,,,"","Allison, BAE",,,,41,Cummins ISB6.7,Total capacity 80 passengers.
Tractor,T Series terminal,,Orange EV,Electric,,,,,,,,"","",,,,"","","According to manufacturer: On or off road; 81,000 GCWR; regenerative braking; up to 25mph and 24 hrs w/o charge; off- and on-board charging "
Vocational/Cab Chassis,220EV,,Peterbilt,Electric,,,,,,,,Automatic,"",,,,"",Dana TM4 SUMO MD HV3500 350kW|Dana TM4 SUMO MD HV2600 250kW,"According to manufacturer: 26,000 GVWR (Class 6) or 33,000 GVWR (Class 7); 141 kWh or 282 kWh battery storage"
Vocational/Cab Chassis,337,,Peterbilt,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"","Eaton, Allison",,,,"",Cummins Westport L9N 8.9L Near Zero,""
Vocational/Cab Chassis,348,,Peterbilt,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"","Eaton, Allison",,,,"",Cummins Westport L9N 8.9L Near Zero,""
Vocational/Cab Chassis,365,,Peterbilt,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"","Eaton, Allison",,,,"",Cummins Westport L9N 8.9L Near Zero|Cummins Westport ISX12N 11.9L Near Zero,
Vocational/Cab Chassis,520,,Peterbilt,CNG - Compressed Natural Gas,,,,,,,,"","Eaton, Allison",,,,"",Cummins Westport L9N 8.9L Near Zero,""
Refuse,520EV,,Peterbilt,Electric,,,,,,,,Automatic,"",,,,"",Meritor 14Xe e-axles,"According to manufacturer: Range of 80-100 miles including 1,100 bin cycles when used with an automated side loader or 130 compactor cycles with a rear loader refuse body."
Tractor,567,,Peterbilt,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,"","PACCAR, Eaton, Allison",,,,"",Cummins Westport ISX12N 11.9L Near Zero,""
Tractor,579,,Peterbilt,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"","PACCAR, Eaton, Allison",,,,"",Cummins Westport ISX12N 11.9L Near Zero,""
Tractor,579EV,,Peterbilt,Electric,,,,,,,,Automatic,"",,,,"",Meritor 14Xe e-axles,According to manufacturer: Up to 670HP; 264-420 kWh battery storage; estimated 150 miles range
Transit Bus,ZX5 35-Foot Bus,,Proterra,Electric,,,,,,,,"","",,,,29,Proterra ProDrive™ 250kW permanent magnet motor|Proterra Dual independent 205kW motors,According to manufacturer: 338HP peak; 220 kWh battery storage; up to 125 miles range
Transit Bus,ZX5+ 35-Foot Bus,,Proterra,Electric,,,,,,,,"","",,,,29,Proterra Dual independent 205kW motors|Proterra ProDrive™ 250kW permanent magnet motor,According to manufacturer: 550HP peak; 440 kWh battery storage; up to 240 miles range
Transit Bus,ZX5 40-Foot Bus,,Proterra,Electric,,,,,,,,"","",,,,40,Proterra Dual independent 205kW motors|Proterra ProDrive™ 250kW permanent magnet motor,According to manufacturer: 338HP peak; 220 kWh battery storage; up to 120 miles range
Transit Bus,ZX5+ 40-Foot Bus,,Proterra,Electric,,,,,,,,"","",,,,40,Proterra ProDrive™ 250kW permanent magnet motor|Proterra Dual independent 205kW motors,According to manufacturer: 550HP peak; 440 kWh battery storage; up to 232 miles range
Transit Bus,ZX5MAX 40-Foot Bus,,Proterra,Electric,,,,,,,,"","",,,,40,Proterra Dual independent 205kW motors|Proterra ProDrive™ 250kW permanent magnet motor,According to manufacturer: 550HP peak; 660 kWh battery storage; up to 329 miles range
Pickup,2500/3500 HD,,RAM,Biodiesel (B20),,,,,,,,"","",,,,"",Cummins ISB6.7,
Vocational/Cab Chassis,3500/4500/5500,,RAM,Biodiesel (B20),,,,,,,,"","",,,,"",Cummins ISB6.7,
Street Sweeper,A7 Tornado sweeper,,Schwarze Industries,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"","",""
Street Sweeper,A7 Zephyr sweeper,,Schwarze Industries,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"","",""
Street Sweeper,M6 Avalanche,,Schwarze Industries,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"","",""
School Bus,E-Quest,,Starcraft,Electric,,,,,,,,"","",,,,23,"Motiv Power Systems EPIC 5, EPIC 6 250kW electric motor",According to Motiv: Several battery options with up to 160 miles range
School Bus,E-Quest XL,,Starcraft,Electric,,,,,,,,"","",,,,47 or 8 wheelchairs,"Motiv Power Systems EPIC 5, EPIC 6 250kW electric motor",According to manufacturer: 127 kWh battery; 105 miles range
School Bus,Minotour,,Thomas Built,Propane|CNG - Compressed Natural Gas,,,,,,,,"","",,,,30,GMC 6.0L V8|Freightliner Custom Chassis DriveForce 6.0L V8,""
Passenger Van/Shuttle Bus,Minotour Activity,,Thomas Built,CNG - Compressed Natural Gas|Propane,,,,,,,,"","",,,,30,GMC 6.0L V8|Freightliner Custom Chassis DriveForce 6.0L V8,""
School Bus,Saf-T-Liner C2,,Thomas Built,Propane,,,,,,,,"",Allison,,,,81,Freightliner Custom Chassis DriveForce 8.0L V8|Freightliner Custom Chassis DriveForce 8.8L V8,""
Passenger Van/Shuttle Bus,Saf-T-Liner C2 Activity,,Thomas Built,CNG - Compressed Natural Gas|Propane,,,,,,,,"",Allison,,,,81,Cummins Westport B6.7N Near Zero|Freightliner Custom Chassis DriveForce 8.8L V8,""
School Bus,Saf-T-Liner C2 Jouley,,Thomas Built,Electric,,,,,,,,Automatic,"",,,,81,"",According to manufacturer: 155 kWh battery; up to 120 miles range
School Bus,Saf-T-Liner HDX,,Thomas Built,CNG - Compressed Natural Gas,,,,,,,,"",Allison,,,,90,Cummins Westport L9N 8.9L Near Zero,
Passenger Van/Shuttle Bus,Saf-T-Liner HDX Activity,,Thomas Built,CNG - Compressed Natural Gas,,,,,,,,"",Allison,,,,90,Cummins Westport L9N 8.9L Near Zero,
Passenger Van/Shuttle Bus,Transit-Liner C2,,Thomas Built,CNG - Compressed Natural Gas|Propane,,,,,,,,"",Allison,,,,52,Cummins Westport B6.7N Near Zero|Freightliner Custom Chassis DriveForce 8.0L V8,""
Passenger Van/Shuttle Bus,Transit-Liner HDX,,Thomas Built,CNG - Compressed Natural Gas,,,,,,,,"",Allison,,,,54,Cummins Westport L9N 8.9L Near Zero,""
Tractor,Pro Spotter,,TICO,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport B6.7N Near Zero,""
Passenger Van/Shuttle Bus,Ford - Odyssey,,Turtle Top,Propane|CNG - Compressed Natural Gas,,,,,,,,"","",,,,25,Ford 7.3L V8,""
Passenger Van/Shuttle Bus,Ford - Odyssey XL,,Turtle Top,Propane|CNG - Compressed Natural Gas,,,,,,,,"","",,,,36-49,Ford 7.3L V8,""
Passenger Van/Shuttle Bus,Ford - Terra Transit,,Turtle Top,CNG - Compressed Natural Gas|Propane,,,,,,,,"","",,,,Up to 34,Ford 7.3L V8,""
Passenger Van/Shuttle Bus,Ford - Van Terra,,Turtle Top,CNG - Compressed Natural Gas|Propane,,,,,,,,"","",,,,15-18,Ford 7.3L V8,""
Passenger Van/Shuttle Bus,Ford - VT3,,Turtle Top,Propane|CNG - Compressed Natural Gas,,,,,,,,"","",,,,17,"",""
Street Sweeper,500x,,TYMCO,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,
Street Sweeper,600,,TYMCO,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,
Street Sweeper,HSP,,TYMCO,CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",Cummins Westport L9N 8.9L Near Zero,
Step Van,eCargo,,US Hybrid,Electric,,,,,,,,"","",,,,"",US Hybrid AC Induction with Integrated Gear Reduction 120kW electric motor,"According to manufacturer: Utilimaster, Aeromaster FT 1261 Walk-In chassis; 35.84 kWh battery; 75 mile range"
Tractor,eTruck drayage,,US Hybrid,Electric,,,,,,,,"","",,,,"",US Hybrid Internal permanent magnet 300kW,"According to manufacturer: International, ProStar Day Cab chassis; 160-240 kWh battery; up to 80 miles range"
Step Van,H2Cargo,,US Hybrid,Hydrogen Fuel Cell|Plug-in Hybrid Electric,,,,,,,,"","",,,,"",Hydrogenics HD30 PEM fuel cell,Workhorse P42 or Freightliner Custom Chassis MT-45 chassis; 125 miles total range (19 electric-only)
Passenger Van/Shuttle Bus,H2Ride 30,,US Hybrid,Plug-in Hybrid Electric|Hydrogen Fuel Cell,,,,,,,,"","",,,,25,Hydrogenics HD30 PEM fuel cell,Eldorado Aero Elite 29 (Ford F550) chassis; 125 miles total range (15 electric-only)
Passenger Van/Shuttle Bus,H2Ride 32,,US Hybrid,Plug-in Hybrid Electric|Hydrogen Fuel Cell,,,,,,,,"","",,,,29,Hydrogenics HD30 PEM fuel cell,Eldorado Aero Elite 32 (Ford F550) chassis; 200 miles total range (15 electric-only)
Tractor,H2Truck,,US Hybrid,Plug-in Hybrid Electric|Hydrogen Fuel Cell,,,,,,,,"","",,,,"",US Hybrid PC80 FCe80 PEM fuel cell,"International, ProStar Day Cab chassis. 280 miles total range"
Street Sweeper,HySweep sweeper,,US Hybrid,Hybrid - Diesel Electric,,,,,,,,"","",,,,"",Cummins ISB6.7,Global M4 chassis
Transit Bus,CX45E,,Van Hool,Electric,,,,,,,,"","",,,,56,Siemens  ELFA2 Electric Drive System 160kW,According to manufacturer: 660 kWh battery storage; up to 310 miles range
Tractor,FH LNG,,Volvo,LNG - Liquified Natural Gas,,,,,,,,"","",,,,"",Volvo G13C,""
Step Van,C-Series,,Workhorse,Electric,,,,,,,,Automatic,"",,,,"",Workhorse Dual Axial Flux Interior Permanent Magnet Motors,According to manufacturer: 70kWh battery and up to 100 miles range. 
